,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel,n_neighbors,weights,max_depth,max_features,min_samples_split,n_estimators,learning_rate,min_samples_leaf,loss,alpha,l1_ratio,max_iter
2529,DecisionTreeRegressor,0.667630266,0.720772641,0.781947764,0.047014298,NAN,NAN,NAN,,,767,,,,,,,,,
1119,DecisionTreeRegressor,0.640496244,0.720695012,0.775205053,0.057916888,NAN,NAN,NAN,,,297,,,,,,,,,
2550,DecisionTreeRegressor,0.639501559,0.720692061,0.778046983,0.059018696,NAN,NAN,NAN,,,774,,,,,,,,,
3039,DecisionTreeRegressor,0.64902834,0.720654022,0.765291476,0.051156965,NAN,NAN,NAN,,,937,,,,,,,,,
612,DecisionTreeRegressor,0.672897529,0.72059643,0.750816403,0.034126944,NAN,NAN,NAN,,,128,,,,,,,,,
1896,DecisionTreeRegressor,0.646117197,0.720580378,0.780268011,0.055754508,NAN,NAN,NAN,,,556,,,,,,,,,
342,DecisionTreeRegressor,0.639756216,0.720354029,0.771543153,0.057680745,NAN,NAN,NAN,,,38,,,,,,,,,
1635,DecisionTreeRegressor,0.631322065,0.720295538,0.778574987,0.063913734,NAN,NAN,NAN,,,469,,,,,,,,,
378,DecisionTreeRegressor,0.653800436,0.720266311,0.754204686,0.047002,NAN,NAN,NAN,,,50,,,,,,,,,
507,DecisionTreeRegressor,0.641363601,0.720046519,0.778810076,0.057853084,NAN,NAN,NAN,,,93,,,,,,,,,
564,DecisionTreeRegressor,0.675252562,0.719919933,0.759291004,0.034512346,NAN,NAN,NAN,,,112,,,,,,,,,
2919,DecisionTreeRegressor,0.677948225,0.719889914,0.781727841,0.044642636,NAN,NAN,NAN,,,897,,,,,,,,,
1695,DecisionTreeRegressor,0.702608592,0.719848812,0.744127725,0.01766573,NAN,NAN,NAN,,,489,,,,,,,,,
2109,DecisionTreeRegressor,0.639567944,0.719835126,0.762889392,0.056807545,NAN,NAN,NAN,,,627,,,,,,,,,
1482,DecisionTreeRegressor,0.685783823,0.719803421,0.771568748,0.037201671,NAN,NAN,NAN,,,418,,,,,,,,,
3222,DecisionTreeRegressor,0.664617914,0.71975838,0.774152837,0.044720556,NAN,NAN,NAN,,,998,,,,,,,,,
411,DecisionTreeRegressor,0.662854905,0.719471698,0.761362257,0.041541715,NAN,NAN,NAN,,,61,,,,,,,,,
1662,DecisionTreeRegressor,0.67969491,0.719400618,0.773998323,0.03991334,NAN,NAN,NAN,,,478,,,,,,,,,
2802,DecisionTreeRegressor,0.666847795,0.719381769,0.745797168,0.037147327,NAN,NAN,NAN,,,858,,,,,,,,,
2934,DecisionTreeRegressor,0.639024893,0.71938128,0.773780296,0.05799479,NAN,NAN,NAN,,,902,,,,,,,,,
1227,DecisionTreeRegressor,0.65431628,0.719345053,0.764464871,0.04712008,NAN,NAN,NAN,,,333,,,,,,,,,
2358,DecisionTreeRegressor,0.680280404,0.719322265,0.776757782,0.041478637,NAN,NAN,NAN,,,710,,,,,,,,,
1440,DecisionTreeRegressor,0.666533283,0.719302755,0.781664329,0.047488916,NAN,NAN,NAN,,,404,,,,,,,,,
2739,DecisionTreeRegressor,0.655049779,0.719278026,0.759140971,0.045854807,NAN,NAN,NAN,,,837,,,,,,,,,
1704,DecisionTreeRegressor,0.638663585,0.719263905,0.762566143,0.057045719,NAN,NAN,NAN,,,492,,,,,,,,,
321,DecisionTreeRegressor,0.655395851,0.719262787,0.777567324,0.05003114,NAN,NAN,NAN,,,31,,,,,,,,,
1050,DecisionTreeRegressor,0.614769365,0.719158744,0.780997926,0.074233295,NAN,NAN,NAN,,,274,,,,,,,,,
2193,DecisionTreeRegressor,0.623085981,0.719157681,0.781826427,0.068975601,NAN,NAN,NAN,,,655,,,,,,,,,
756,DecisionTreeRegressor,0.632867419,0.71909883,0.779474583,0.06258222,NAN,NAN,NAN,,,176,,,,,,,,,
891,DecisionTreeRegressor,0.680113897,0.719045235,0.774161369,0.040064052,NAN,NAN,NAN,,,221,,,,,,,,,
1647,DecisionTreeRegressor,0.69775814,0.71902682,0.753372055,0.024514949,NAN,NAN,NAN,,,473,,,,,,,,,
2817,DecisionTreeRegressor,0.658742304,0.719025419,0.750313046,0.042636869,NAN,NAN,NAN,,,863,,,,,,,,,
1815,DecisionTreeRegressor,0.631712757,0.718852568,0.774253319,0.062369752,NAN,NAN,NAN,,,529,,,,,,,,,
2619,DecisionTreeRegressor,0.666290597,0.718817097,0.750072269,0.037364816,NAN,NAN,NAN,,,797,,,,,,,,,
1413,DecisionTreeRegressor,0.645544763,0.718780202,0.767018627,0.052647335,NAN,NAN,NAN,,,395,,,,,,,,,
2952,DecisionTreeRegressor,0.658231902,0.718698501,0.784118551,0.051512229,NAN,NAN,NAN,,,908,,,,,,,,,
1812,DecisionTreeRegressor,0.642616209,0.718656947,0.768706486,0.054658615,NAN,NAN,NAN,,,528,,,,,,,,,
1530,DecisionTreeRegressor,0.690543948,0.718621676,0.760754626,0.03033751,NAN,NAN,NAN,,,434,,,,,,,,,
3033,DecisionTreeRegressor,0.639269755,0.718462732,0.763952982,0.056204282,NAN,NAN,NAN,,,935,,,,,,,,,
2862,DecisionTreeRegressor,0.673234895,0.718430045,0.766772162,0.03825121,NAN,NAN,NAN,,,878,,,,,,,,,
1101,DecisionTreeRegressor,0.638092239,0.718422254,0.77919968,0.059242751,NAN,NAN,NAN,,,291,,,,,,,,,
2838,DecisionTreeRegressor,0.678050523,0.718400642,0.778344637,0.043225512,NAN,NAN,NAN,,,870,,,,,,,,,
1536,DecisionTreeRegressor,0.679655732,0.718362861,0.773421974,0.039988061,NAN,NAN,NAN,,,436,,,,,,,,,
684,DecisionTreeRegressor,0.655717981,0.718357793,0.775098883,0.048915207,NAN,NAN,NAN,,,152,,,,,,,,,
2781,DecisionTreeRegressor,0.658209048,0.718309173,0.74874989,0.042498403,NAN,NAN,NAN,,,851,,,,,,,,,
1767,DecisionTreeRegressor,0.642205928,0.718282216,0.767244237,0.054528477,NAN,NAN,NAN,,,513,,,,,,,,,
1698,DecisionTreeRegressor,0.683370023,0.718271115,0.75880945,0.031054905,NAN,NAN,NAN,,,490,,,,,,,,,
1839,DecisionTreeRegressor,0.643964584,0.718256709,0.766251742,0.053274071,NAN,NAN,NAN,,,537,,,,,,,,,
1104,DecisionTreeRegressor,0.669394364,0.71825241,0.774831564,0.043389418,NAN,NAN,NAN,,,292,,,,,,,,,
3114,DecisionTreeRegressor,0.613185921,0.718144776,0.785224799,0.07516847,NAN,NAN,NAN,,,962,,,,,,,,,
1875,DecisionTreeRegressor,0.663859385,0.718135799,0.769815055,0.043295188,NAN,NAN,NAN,,,549,,,,,,,,,
2673,DecisionTreeRegressor,0.677402998,0.718061921,0.740004434,0.028780352,NAN,NAN,NAN,,,815,,,,,,,,,
1320,DecisionTreeRegressor,0.668195082,0.717737538,0.778409097,0.045677675,NAN,NAN,NAN,,,364,,,,,,,,,
1497,DecisionTreeRegressor,0.667812009,0.717705588,0.752800446,0.036240035,NAN,NAN,NAN,,,423,,,,,,,,,
1161,DecisionTreeRegressor,0.647475368,0.717687988,0.754348435,0.049664034,NAN,NAN,NAN,,,311,,,,,,,,,
2112,DecisionTreeRegressor,0.648044537,0.717555937,0.779733372,0.05401128,NAN,NAN,NAN,,,628,,,,,,,,,
1315,DecisionTreeRegressor,0.578273293,0.717542205,0.787241072,0.098478006,NAN,NAN,NAN,,,363,sqrt,,,,,,,,
573,DecisionTreeRegressor,0.657686675,0.717534764,0.780642448,0.050249373,NAN,NAN,NAN,,,115,,,,,,,,,
873,DecisionTreeRegressor,0.638071562,0.717417524,0.770202763,0.057118401,NAN,NAN,NAN,,,215,,,,,,,,,
2685,DecisionTreeRegressor,0.676322338,0.71738016,0.753727533,0.031775591,NAN,NAN,NAN,,,819,,,,,,,,,
2271,DecisionTreeRegressor,0.693659687,0.717363923,0.739073299,0.018593613,NAN,NAN,NAN,,,681,,,,,,,,,
1938,DecisionTreeRegressor,0.671727631,0.717310723,0.740971037,0.032239918,NAN,NAN,NAN,,,570,,,,,,,,,
972,DecisionTreeRegressor,0.648019506,0.71725817,0.756568515,0.049108723,NAN,NAN,NAN,,,248,,,,,,,,,
1241,DecisionTreeRegressor,0.653929941,0.717240144,0.827926739,0.078537097,NAN,NAN,NAN,,,338,log2,,,,,,,,
1398,DecisionTreeRegressor,0.638384986,0.717226936,0.762388878,0.055946394,NAN,NAN,NAN,,,390,,,,,,,,,
2442,DecisionTreeRegressor,0.701999157,0.717197267,0.745455792,0.020000843,NAN,NAN,NAN,,,738,,,,,,,,,
2355,DecisionTreeRegressor,0.64252044,0.717169803,0.766456497,0.053681066,NAN,NAN,NAN,,,709,,,,,,,,,
3096,DecisionTreeRegressor,0.64531949,0.717101366,0.766024235,0.051860772,NAN,NAN,NAN,,,956,,,,,,,,,
2295,DecisionTreeRegressor,0.65002629,0.717071435,0.754655568,0.047523923,NAN,NAN,NAN,,,689,,,,,,,,,
1851,DecisionTreeRegressor,0.653181206,0.717047248,0.76575502,0.047191424,NAN,NAN,NAN,,,541,,,,,,,,,
275,DecisionTreeRegressor,0.596440301,0.717035493,0.813221316,0.090167862,NAN,NAN,NAN,,,16,log2,,,,,,,,
2097,DecisionTreeRegressor,0.663469782,0.717014059,0.779953294,0.048015977,NAN,NAN,NAN,,,623,,,,,,,,,
2955,DecisionTreeRegressor,0.666500634,0.716740101,0.760002908,0.038489602,NAN,NAN,NAN,,,909,,,,,,,,,
3009,DecisionTreeRegressor,0.675870703,0.716691914,0.756519222,0.03293212,NAN,NAN,NAN,,,927,,,,,,,,,
729,DecisionTreeRegressor,0.656357888,0.716624448,0.754485886,0.043079524,NAN,NAN,NAN,,,167,,,,,,,,,
2868,DecisionTreeRegressor,0.683383083,0.716574779,0.734767747,0.023506273,NAN,NAN,NAN,,,880,,,,,,,,,
1518,DecisionTreeRegressor,0.682862886,0.716562928,0.764013651,0.034527019,NAN,NAN,NAN,,,430,,,,,,,,,
1137,DecisionTreeRegressor,0.675249297,0.716498611,0.738144316,0.029179582,NAN,NAN,NAN,,,303,,,,,,,,,
2787,DecisionTreeRegressor,0.655337084,0.716459444,0.790182535,0.055766823,NAN,NAN,NAN,,,853,,,,,,,,,
1884,DecisionTreeRegressor,0.60729181,0.716434264,0.787175664,0.078296577,NAN,NAN,NAN,,,552,,,,,,,,,
1893,DecisionTreeRegressor,0.625384423,0.71639102,0.79036454,0.068421264,NAN,NAN,NAN,,,555,,,,,,,,,
2679,DecisionTreeRegressor,0.638896476,0.716338125,0.766596792,0.055563948,NAN,NAN,NAN,,,817,,,,,,,,,
2010,DecisionTreeRegressor,0.690863902,0.716261996,0.75025617,0.024997064,NAN,NAN,NAN,,,594,,,,,,,,,
2256,DecisionTreeRegressor,0.652009132,0.716232791,0.782919404,0.053472264,NAN,NAN,NAN,,,676,,,,,,,,,
2610,DecisionTreeRegressor,0.653032112,0.716176953,0.748292982,0.044652351,NAN,NAN,NAN,,,794,,,,,,,,,
2964,DecisionTreeRegressor,0.671825576,0.716166662,0.77179815,0.041587127,NAN,NAN,NAN,,,912,,,,,,,,,
504,DecisionTreeRegressor,0.6074877,0.716153872,0.78087185,0.077305018,NAN,NAN,NAN,,,92,,,,,,,,,
957,DecisionTreeRegressor,0.678730697,0.715997681,0.762119663,0.03461443,NAN,NAN,NAN,,,243,,,,,,,,,
2910,DecisionTreeRegressor,0.672509014,0.71596139,0.762763315,0.036922209,NAN,NAN,NAN,,,894,,,,,,,,,
1281,DecisionTreeRegressor,0.656885703,0.715935895,0.757466216,0.042889931,NAN,NAN,NAN,,,351,,,,,,,,,
2616,DecisionTreeRegressor,0.628549134,0.715930123,0.781098408,0.064228101,NAN,NAN,NAN,,,796,,,,,,,,,
1158,DecisionTreeRegressor,0.63999999,0.715862012,0.765576807,0.054498577,NAN,NAN,NAN,,,310,,,,,,,,,
1830,DecisionTreeRegressor,0.696238904,0.715830128,0.728369139,0.014033015,NAN,NAN,NAN,,,534,,,,,,,,,
2925,DecisionTreeRegressor,0.676350634,0.715794863,0.779208212,0.045282884,NAN,NAN,NAN,,,899,,,,,,,,,
2232,DecisionTreeRegressor,0.661275814,0.715779007,0.771313751,0.044928721,NAN,NAN,NAN,,,668,,,,,,,,,
555,DecisionTreeRegressor,0.668595568,0.71573914,0.773887414,0.04368387,NAN,NAN,NAN,,,109,,,,,,,,,
534,DecisionTreeRegressor,0.61798196,0.715737937,0.780767576,0.070370681,NAN,NAN,NAN,,,102,,,,,,,,,
2775,DecisionTreeRegressor,0.635934185,0.715717155,0.756083169,0.05641641,NAN,NAN,NAN,,,849,,,,,,,,,
1410,DecisionTreeRegressor,0.682438458,0.715659249,0.762476089,0.034060192,NAN,NAN,NAN,,,394,,,,,,,,,
933,DecisionTreeRegressor,0.643313795,0.71564354,0.76128263,0.051726556,NAN,NAN,NAN,,,235,,,,,,,,,
1095,DecisionTreeRegressor,0.64077049,0.71560698,0.769469056,0.054594107,NAN,NAN,NAN,,,289,,,,,,,,,
2385,DecisionTreeRegressor,0.632123037,0.715580366,0.772614328,0.060321894,NAN,NAN,NAN,,,719,,,,,,,,,
348,DecisionTreeRegressor,0.674744336,0.71552703,0.765297164,0.037510303,NAN,NAN,NAN,,,40,,,,,,,,,
1293,DecisionTreeRegressor,0.680907251,0.715526951,0.740387146,0.025244147,NAN,NAN,NAN,,,355,,,,,,,,,
1890,DecisionTreeRegressor,0.672054114,0.715483121,0.76222678,0.036887375,NAN,NAN,NAN,,,554,,,,,,,,,
2115,DecisionTreeRegressor,0.624881639,0.715477062,0.766072581,0.064206515,NAN,NAN,NAN,,,629,,,,,,,,,
2973,DecisionTreeRegressor,0.616140594,0.715444545,0.770890969,0.070377703,NAN,NAN,NAN,,,915,,,,,,,,,
2004,DecisionTreeRegressor,0.63411785,0.715402693,0.767949506,0.058293132,NAN,NAN,NAN,,,592,,,,,,,,,
2277,DecisionTreeRegressor,0.641362513,0.715337254,0.789418494,0.060443648,NAN,NAN,NAN,,,683,,,,,,,,,
906,DecisionTreeRegressor,0.688910444,0.71523254,0.766784485,0.036455457,NAN,NAN,NAN,,,226,,,,,,,,,
990,DecisionTreeRegressor,0.632265602,0.715209083,0.759565907,0.058697186,NAN,NAN,NAN,,,254,,,,,,,,,
2322,DecisionTreeRegressor,0.665330736,0.715099371,0.760258853,0.038891045,NAN,NAN,NAN,,,698,,,,,,,,,
579,DecisionTreeRegressor,0.636920164,0.714978605,0.76757886,0.05629691,NAN,NAN,NAN,,,117,,,,,,,,,
2994,DecisionTreeRegressor,0.654209629,0.714918304,0.74669096,0.042943133,NAN,NAN,NAN,,,922,,,,,,,,,
2658,DecisionTreeRegressor,0.640758519,0.714826543,0.753640322,0.052394158,NAN,NAN,NAN,,,810,,,,,,,,,
336,DecisionTreeRegressor,0.670331371,0.714710594,0.754842313,0.034631929,NAN,NAN,NAN,,,36,,,,,,,,,
651,DecisionTreeRegressor,0.661818865,0.714621865,0.775222116,0.046623829,NAN,NAN,NAN,,,141,,,,,,,,,
1209,DecisionTreeRegressor,0.637345681,0.714617289,0.765884888,0.055604186,NAN,NAN,NAN,,,327,,,,,,,,,
1068,DecisionTreeRegressor,0.639929252,0.714578986,0.769666228,0.054741447,NAN,NAN,NAN,,,280,,,,,,,,,
618,DecisionTreeRegressor,0.659070964,0.714503644,0.774385083,0.047181777,NAN,NAN,NAN,,,130,,,,,,,,,
2940,DecisionTreeRegressor,0.650319037,0.714454162,0.756815928,0.046122708,NAN,NAN,NAN,,,904,,,,,,,,,
3141,DecisionTreeRegressor,0.635821004,0.714453172,0.789882986,0.06293629,NAN,NAN,NAN,,,971,,,,,,,,,
789,DecisionTreeRegressor,0.669764378,0.71431883,0.758188548,0.036102263,NAN,NAN,NAN,,,187,,,,,,,,,
1041,DecisionTreeRegressor,0.638297924,0.714278033,0.760458691,0.054140673,NAN,NAN,NAN,,,271,,,,,,,,,
672,DecisionTreeRegressor,0.665668102,0.714276893,0.777522771,0.046822715,NAN,NAN,NAN,,,148,,,,,,,,,
1488,DecisionTreeRegressor,0.613906361,0.714183212,0.769489911,0.0710319,NAN,NAN,NAN,,,420,,,,,,,,,
1965,DecisionTreeRegressor,0.682632171,0.714159451,0.742946589,0.024699373,NAN,NAN,NAN,,,579,,,,,,,,,
1446,DecisionTreeRegressor,0.651860038,0.714139788,0.748734154,0.044128668,NAN,NAN,NAN,,,406,,,,,,,,,
2777,DecisionTreeRegressor,0.647980328,0.714087909,0.813562575,0.071597914,NAN,NAN,NAN,,,850,log2,,,,,,,,
2262,DecisionTreeRegressor,0.6641086,0.714076408,0.776933151,0.04695344,NAN,NAN,NAN,,,678,,,,,,,,,
3195,DecisionTreeRegressor,0.650073086,0.713984367,0.753989165,0.045667478,NAN,NAN,NAN,,,989,,,,,,,,,
3159,DecisionTreeRegressor,0.655240227,0.713972329,0.774739613,0.048806641,NAN,NAN,NAN,,,977,,,,,,,,,
468,DecisionTreeRegressor,0.642980782,0.713918579,0.75693651,0.050537882,NAN,NAN,NAN,,,80,,,,,,,,,
2172,DecisionTreeRegressor,0.678412919,0.713917911,0.75651069,0.032274789,NAN,NAN,NAN,,,648,,,,,,,,,
843,DecisionTreeRegressor,0.629043212,0.713899109,0.773978416,0.061708794,NAN,NAN,NAN,,,205,,,,,,,,,
1917,DecisionTreeRegressor,0.637123672,0.713894175,0.775695139,0.057553327,NAN,NAN,NAN,,,563,,,,,,,,,
3059,DecisionTreeRegressor,0.578576521,0.713893878,0.820472124,0.100822693,NAN,NAN,NAN,,,944,log2,,,,,,,,
255,DecisionTreeRegressor,0.625663276,0.713782061,0.761692714,0.062388687,NAN,NAN,NAN,,,9,,,,,,,,,
1110,DecisionTreeRegressor,0.629491582,0.713781393,0.773872247,0.061376631,NAN,NAN,NAN,,,294,,,,,,,,,
1992,DecisionTreeRegressor,0.628731965,0.713744025,0.769879515,0.061134006,NAN,NAN,NAN,,,588,,,,,,,,,
2649,DecisionTreeRegressor,0.6751655,0.713728435,0.772090116,0.041972912,NAN,NAN,NAN,,,807,,,,,,,,,
1182,DecisionTreeRegressor,0.664147778,0.713572217,0.779342819,0.048427762,NAN,NAN,NAN,,,318,,,,,,,,,
2703,DecisionTreeRegressor,0.654765738,0.713567205,0.7814245,0.052103208,NAN,NAN,NAN,,,825,,,,,,,,,
1761,DecisionTreeRegressor,0.669950474,0.71343234,0.763776665,0.038610521,NAN,NAN,NAN,,,511,,,,,,,,,
849,DecisionTreeRegressor,0.626230015,0.713366136,0.766661252,0.062124302,NAN,NAN,NAN,,,207,,,,,,,,,
1863,DecisionTreeRegressor,0.657346044,0.713186143,0.768837727,0.045516484,NAN,NAN,NAN,,,545,,,,,,,,,
975,DecisionTreeRegressor,0.614226314,0.713182762,0.779698298,0.071342152,NAN,NAN,NAN,,,249,,,,,,,,,
927,DecisionTreeRegressor,0.657572406,0.713159635,0.774314936,0.04782229,NAN,NAN,NAN,,,233,,,,,,,,,
1365,DecisionTreeRegressor,0.661803629,0.713139547,0.77479175,0.046700451,NAN,NAN,NAN,,,379,,,,,,,,,
909,DecisionTreeRegressor,0.65531423,0.71312124,0.76873061,0.046328112,NAN,NAN,NAN,,,227,,,,,,,,,
1809,DecisionTreeRegressor,0.641622611,0.713097059,0.787412649,0.05955243,NAN,NAN,NAN,,,527,,,,,,,,,
1422,DecisionTreeRegressor,0.607148158,0.713091147,0.778259322,0.075572026,NAN,NAN,NAN,,,398,,,,,,,,,
771,DecisionTreeRegressor,0.651888333,0.713033722,0.752049676,0.043782474,NAN,NAN,NAN,,,181,,,,,,,,,
1167,DecisionTreeRegressor,0.665704015,0.713027312,0.740260542,0.033589453,NAN,NAN,NAN,,,313,,,,,,,,,
2844,DecisionTreeRegressor,0.628033291,0.712981922,0.758968704,0.060136178,NAN,NAN,NAN,,,872,,,,,,,,,
2334,DecisionTreeRegressor,0.63463587,0.712939805,0.754736143,0.055411325,NAN,NAN,NAN,,,702,,,,,,,,,
528,DecisionTreeRegressor,0.656547249,0.712861881,0.774668518,0.048378922,NAN,NAN,NAN,,,100,,,,,,,,,
366,DecisionTreeRegressor,0.665465682,0.712787226,0.779961826,0.048805393,NAN,NAN,NAN,,,46,,,,,,,,,
2589,DecisionTreeRegressor,0.669966798,0.712636055,0.756184598,0.035203761,NAN,NAN,NAN,,,787,,,,,,,,,
2217,DecisionTreeRegressor,0.653048437,0.712621131,0.757208376,0.043823479,NAN,NAN,NAN,,,663,,,,,,,,,
3166,DecisionTreeRegressor,0.666730163,0.712600635,0.758055952,0.037284753,NAN,NAN,NAN,,,980,sqrt,,,,,,,,
2208,DecisionTreeRegressor,0.653963678,0.712574545,0.768268962,0.046710482,NAN,NAN,NAN,,,660,,,,,,,,,
1317,DecisionTreeRegressor,0.623457084,0.712541223,0.784486352,0.066847665,NAN,NAN,NAN,,,363,,,,,,,,,
1719,DecisionTreeRegressor,0.633851222,0.712472384,0.762633447,0.056295046,NAN,NAN,NAN,,,497,,,,,,,,,
2745,DecisionTreeRegressor,0.620865895,0.712446172,0.763991848,0.064927326,NAN,NAN,NAN,,,839,,,,,,,,,
2811,DecisionTreeRegressor,0.664100982,0.712392072,0.767812054,0.04263889,NAN,NAN,NAN,,,861,,,,,,,,,
2388,DecisionTreeRegressor,0.625769673,0.71236395,0.757871444,0.061257991,NAN,NAN,NAN,,,720,,,,,,,,,
2076,DecisionTreeRegressor,0.666875002,0.712192613,0.75883694,0.037555023,NAN,NAN,NAN,,,616,,,,,,,,,
897,DecisionTreeRegressor,0.603835441,0.712181004,0.770580044,0.076689556,NAN,NAN,NAN,,,223,,,,,,,,,
2397,DecisionTreeRegressor,0.630045516,0.712144909,0.76912211,0.059491838,NAN,NAN,NAN,,,723,,,,,,,,,
2049,DecisionTreeRegressor,0.648462435,0.712142743,0.78053533,0.054021395,NAN,NAN,NAN,,,607,,,,,,,,,
1188,DecisionTreeRegressor,0.655202138,0.712125842,0.779596868,0.051328658,NAN,NAN,NAN,,,320,,,,,,,,,
1854,DecisionTreeRegressor,0.657898889,0.712067,0.760415263,0.042053971,NAN,NAN,NAN,,,542,,,,,,,,,
2019,DecisionTreeRegressor,0.63859067,0.711915809,0.758062471,0.052423786,NAN,NAN,NAN,,,597,,,,,,,,,
1983,DecisionTreeRegressor,0.667640061,0.711618404,0.754454604,0.035451089,NAN,NAN,NAN,,,585,,,,,,,,,
3117,DecisionTreeRegressor,0.665374267,0.711592924,0.766177802,0.041575902,NAN,NAN,NAN,,,963,,,,,,,,,
921,DecisionTreeRegressor,0.677210373,0.711585037,0.751269519,0.030466757,NAN,NAN,NAN,,,231,,,,,,,,,
2098,DecisionTreeRegressor,0.674547358,0.711524611,0.733630216,0.026313121,NAN,NAN,NAN,,,624,sqrt,,,,,,,,
609,DecisionTreeRegressor,0.608515034,0.711491181,0.770542127,0.073076499,NAN,NAN,NAN,,,127,,,,,,,,,
2823,DecisionTreeRegressor,0.653426069,0.711486517,0.757833069,0.043421323,NAN,NAN,NAN,,,865,,,,,,,,,
597,DecisionTreeRegressor,0.656156557,0.711452607,0.767179777,0.045326065,NAN,NAN,NAN,,,123,,,,,,,,,
624,DecisionTreeRegressor,0.647983593,0.711445411,0.779350403,0.053722224,NAN,NAN,NAN,,,132,,,,,,,,,
693,DecisionTreeRegressor,0.60909291,0.711392101,0.770735507,0.072645174,NAN,NAN,NAN,,,155,,,,,,,,,
783,DecisionTreeRegressor,0.661812335,0.71138955,0.76300504,0.041336883,NAN,NAN,NAN,,,185,,,,,,,,,
2072,DecisionTreeRegressor,0.670145276,0.711374898,0.741979689,0.030273322,NAN,NAN,NAN,,,615,log2,,,,,,,,
2832,DecisionTreeRegressor,0.60112563,0.711343262,0.778229936,0.078526695,NAN,NAN,NAN,,,868,,,,,,,,,
2304,DecisionTreeRegressor,0.627840665,0.71131335,0.754291433,0.059032808,NAN,NAN,NAN,,,692,,,,,,,,,
3295,ElasticNet,0.682869514,0.711310698,0.76735032,0.03962749,NAN,NAN,NAN,,,,,,,,,,0.0001,0.9,10
3292,ElasticNet,0.682875947,0.711302224,0.767335518,0.039622934,NAN,NAN,NAN,,,,,,,,,,0.0001,0.8,10
3289,ElasticNet,0.68288208,0.711293639,0.767320722,0.039618464,NAN,NAN,NAN,,,,,,,,,,0.0001,0.7,10
3286,ElasticNet,0.682887917,0.711284946,0.767305933,0.039614077,NAN,NAN,NAN,,,,,,,,,,0.0001,0.6,10
459,DecisionTreeRegressor,0.638511226,0.711282889,0.79030008,0.062124708,NAN,NAN,NAN,,,77,,,,,,,,,
3283,ElasticNet,0.682893463,0.711276146,0.76729115,0.039609773,NAN,NAN,NAN,,,,,,,,,,0.0001,0.5,10
2025,DecisionTreeRegressor,0.637932262,0.71127279,0.769067129,0.054652547,NAN,NAN,NAN,,,599,,,,,,,,,
3280,ElasticNet,0.682898723,0.711267243,0.767276375,0.039605552,NAN,NAN,NAN,,,,,,,,,,0.0001,0.4,10
3277,ElasticNet,0.682903701,0.711258238,0.767261607,0.03960141,NAN,NAN,NAN,,,,,,,,,,0.0001,0.3,10
1887,DecisionTreeRegressor,0.677054749,0.711255135,0.754326632,0.032163732,NAN,NAN,NAN,,,553,,,,,,,,,
3274,ElasticNet,0.682908403,0.711249133,0.767246849,0.039597348,NAN,NAN,NAN,,,,,,,,,,0.0001,0.2,10
3271,ElasticNet,0.682912831,0.71123993,0.767232099,0.039593365,NAN,NAN,NAN,,,,,,,,,,0.0001,0.1,10
3268,ElasticNet,0.682916991,0.711230632,0.767217359,0.039589458,NAN,NAN,NAN,,,,,,,,,,0.0001,0,10
3006,DecisionTreeRegressor,0.64067581,0.71114623,0.779254661,0.056599227,NAN,NAN,NAN,,,926,,,,,,,,,
3325,ElasticNet,0.682976118,0.711122387,0.767026123,0.039530229,NAN,NAN,NAN,,,,,,,,,,0.001,0.9,10
2421,DecisionTreeRegressor,0.656412302,0.71103125,0.769032055,0.046038968,NAN,NAN,NAN,,,731,,,,,,,,,
3322,ElasticNet,0.682989457,0.711017676,0.766877433,0.039498894,NAN,NAN,NAN,,,,,,,,,,0.001,0.8,10
495,DecisionTreeRegressor,0.644639317,0.710964673,0.771852182,0.052076584,NAN,NAN,NAN,,,89,,,,,,,,,
291,DecisionTreeRegressor,0.661168075,0.710962551,0.769325917,0.044569041,NAN,NAN,NAN,,,21,,,,,,,,,
2571,DecisionTreeRegressor,0.661743773,0.710954667,0.755285001,0.038343667,NAN,NAN,NAN,,,781,,,,,,,,,
3319,ElasticNet,0.682981848,0.710906287,0.766730616,0.039473763,NAN,NAN,NAN,,,,,,,,,,0.001,0.7,10
2472,DecisionTreeRegressor,0.63035241,0.710892717,0.770321256,0.059059854,NAN,NAN,NAN,,,748,,,,,,,,,
3075,DecisionTreeRegressor,0.667026272,0.710878331,0.753525621,0.035323485,NAN,NAN,NAN,,,949,,,,,,,,,
3316,ElasticNet,0.682826512,0.710789706,0.766585991,0.039453968,NAN,NAN,NAN,,,,,,,,,,0.001,0.6,10
2850,DecisionTreeRegressor,0.624401709,0.710691165,0.76328184,0.061501375,NAN,NAN,NAN,,,874,,,,,,,,,
3313,ElasticNet,0.682647171,0.710669199,0.766443803,0.039438754,NAN,NAN,NAN,,,,,,,,,,0.001,0.5,10
1371,DecisionTreeRegressor,0.626791566,0.710647609,0.758296613,0.059478885,NAN,NAN,NAN,,,381,,,,,,,,,
3310,ElasticNet,0.682468927,0.710545841,0.766304237,0.03942747,NAN,NAN,NAN,,,,,,,,,,0.001,0.4,10
2490,DecisionTreeRegressor,0.663667848,0.710497892,0.757900373,0.038472397,NAN,NAN,NAN,,,754,,,,,,,,,
654,DecisionTreeRegressor,0.65652766,0.710493603,0.767283102,0.045259779,NAN,NAN,NAN,,,142,,,,,,,,,
